Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
590,B000G6RYNE,A2NO1TXXS9T0EE,BruteNStones,1,1,5,1327536000,Amazing Service,"Package arrived DOUBLE boxed, wrapped, and the inside box(that holds the goods) perfect not a single dent or rough mark, outstanding packaging.<br /><br />The Product?<br /><br />These are the best chips on the planet, Salt 'N Vinegar flavor is beyond among the best chips I've ever had. You might, actually I'm sure you probably won't like it AT FIRST BITE 'IF' you have never had these before. But try it again.<br /><br />Not to mention, this particular flavor has held up in numerous surveys and comparisons against other manufactures."
591,B000G6RYNE,A2II09GQGWOMTQ,"Brian Nallick ""METALMANMN""",1,1,5,1309478400,Crunchy and spicy.,If you love jalapeno chips then Kettle is a must try.<br />Nice and cruncy with the kick of jalapeno.<br />Delicious.<br />Addicting.<br />Recommended.
592,B000G6RYNE,AQQLWCMRNDFGI,Steven A. Peterson,1,1,4,1306540800,Pretty tasty and decently spiced. . . .,"My son bought a package of the Jalapeno Potato Chips a couple weeks ago, and he and I have become addicted.<br /><br />First, Kettle chips appear to be somewhat better in terms of fats etc. than many other chips, as one peruses the dietary information.<br /><br />Second, individual chips are nice and crisp and have a good crunch value as you munch away at them.<br /><br />Third, the jalapeno has some kick (not overly hot, of course). Too many products labelled as spicy are not, have no kick, and are as bland as can be. Here, you do get a slow noticeable burn from the jalapeno. My preference? A bit more heat. But I understand that most consumers would prefer somewhat less than I would. Still, decent spicyness.<br /><br />All in all, I have been pretty happy with this product, in the few weeks since we first bought it. I now purchase a package each week in my foray to the local grocery store. . . ."
593,B000G6RYNE,A24ZV048V7J0MT,"Murphy ""Goldenmom""",1,1,5,1293408000,Great Tasting Chips,"After looking at the pictures someone put on here showing a crushed box, I had to write a review.  I have bought these chips numerous times from Amazon Warehouse Deals and each time they came packaged perfectly.  There was a sale at the end of the summer and I received a few cases/boxes for just over $10.00.  The chips were fresh and very hard to eat just one bag.  I hid them in the garage and only remembered them when I went out there; that way I didn't eat them all.  As far as the pictures, if the person contacted Amazon, he made out ok.  Amazon is great with handling complaints and this person was given perfect customer service if he called Amazon.  Thanks for a great tasting product, good price and quick shipping.  I'll buy these again...soon."
594,B000G6RYNE,A3L5L1NZIKLSJU,"E. Demir ""emiko""",1,1,2,1289433600,"Kettle Chips, Sea Salt","There is nothing too good or too bad about these chips. If you like plain potato chips, you'd like these. They are thicker than most brands, fresh out of box, very crunchy and not too salty (for me). One bag has a lot, I generally cannot finish it by myself. Part of the reason is that they are too oily (some chips almost look transparent, if you know what I mean). The taste of oil is a bit too overwhelming for me. If you are used to more spicy chips you may not like these since they do not have any spice, except salt, as the name says. I don't think I'll buy these again. The ""best by"" date on my bags are March 2011 and I ordered them at the end of October."
595,B000G6RYNE,A5U1K1NRQEZW9,"L. Wang ""L. Wang""",1,1,3,1288310400,Good deal but close expiration date!,"I love this sea salt & vinegar flavor from Kettle.  When I saw this one on the daily deal here for $17.99/case, I put my order without doubt.  However, when I received the case, I found out that the whole case is expiring in December while I got it at the end of August.  I tried one package and I can definitely taste the unfreshness in the chips.  I was disappointed and then I found out this item is not returnable!  How convenient!  Although I love this chips, I won't order from here again with the concern of close expiration date..."
596,B000G6RYNE,A216YA3CYXIOGI,lady in the south,1,1,5,1280620800,GREAT TASTING CHIPS,"This is the second purchase of Kettle Potato Chips and we love them just as much as the first time we tried them. We bought them by the a carton of 24 bags. The Kettle chips were in a 2oz bag which is just enough for a single size serving snack or with a meal. The chips are so delicious, baked not fried and lightly salted with Sea Salt. They have 0 fat, no preservatives, nothing artificial and they only use real food ingredients. What more could you ask for in a great tasting chip!"
597,B000G6RYNE,A20FQULBVVWA8B,"L. Ljunghammar ""Eclectic Scout""",1,1,5,1266796800,"Buy These, Eat These, Be Happy!","How to achieve potato chip nirvana? It's simple:  Buy these chips, get them tomorrow, eat them!<br />Repeat.<br /><br />Why?<br /><br />Best ""old school"" BBQ flavor out there<br />Kettle quality<br />Incredible price with Amazon<br /><br />Did I mention delicious and a terrific bargain?"
598,B000G6RYNE,A1LFB8KRBI9IE2,"Kenneth Holmes ""flippper60""",1,1,5,1257206400,Eating them for years.,"I found these more than 10 years ago in a health food store. After I bought one bag I found myself stopping by that store once a week to get these chips. The New York Cheddar flavor is so good, you will have a hard time not eating a whole bag."
599,B000G6RYNE,A2N10M1J3KJZK4,MT_Soul,1,1,5,1249084800,These chips will make you fat,But you will enjoy ever step. I gained 5 lbs within a month of buying this 12 pack of full sized bags. Damn it! They should warn you about this! Tastes awesome though. When I finish my crash diet I will order another box (case?). :-)
600,B000G6RYNE,A3NXBP212KFH5X,Andrew D. Vorrath,1,1,5,1246406400,Like Spice? Get these,"These are the best spicy chips I have ever had the pleasure of eating.  They start off sweet, then as you eat more the spice builds up.  They are fantastic.  If you don't want to commit to a whole case, pick up a bag at your local Whole Foods first, then stock up here when you realize how amazing they are.  Got my case right here, and loving every bite.  On a side note, this brand (Kettle Brand) has many delicious varieties- this is just my personal favorite.  I also highly recommend: Backyard BBQ, Honey Dijon, Sweet Onion, Buffalo Bleu, Salt and Pepper and Death Valley Chipotle.  Lays aint got nothin on Kettle Brand!!!"
601,B000G6RYNE,A3RMGIKUWGPZOK,Jean Visnefski,1,1,5,1245024000,Fantastic,"I've eaten other brands of unsalted potato chips and they've always been terrible.  I didn't expect much when I bought these.  But after I tasted them I was amazed.  I have never enjoyed unsalted potato chips before these.  They have a natural potato flavor with thick, crunchy chips.  The only bad thing is the bag is a pain to open.  Use scissors and save yourself the aggravation."
602,B000G6RYNE,A3PM9DMVYG9HDK,"Yuni ""nut_stud""",1,1,5,1242259200,"Sweet, salty, tangy: the way a snack should be","Kettle brand chips are probably the best potato chips I've tasted thus far. They are thick, has a bite to them and I love their creative flavors. My favorite Kettle chip happens to be the honey Dijon. I think it's a great combination sweet, salty and tangy, perfect for one of those snack attacks when you don't know exactly what you want. I especially love the curled up chips for extra texture and crunch. These 2-oz bags are perfect for anyone who has a problem controlling portions (like me!)."
603,B000G6RYNE,A3PJZ8TU8FDQ1K,Jared Castle,1,1,5,1237075200,"One bite and you'll become a ""chippoisseur""","As an Oregonian, I make a point of sharing these Oregon-made snacks with friends who visit the state. I tell them the Kettle Brand does for potato chips what microbrew does for beer.<br /><br />Kettle Brand potato chips are unmistakable--a light gold color, rich flavor and amazing crunch. Kettle Brand chips are also a healthier snacking option than the major chip brands. Kettle Brand chips don't have trans fats, MSG or artificial flavors and colorings. The company also has a line of organic potato chips and all of their products are certified Kosher.<br /><br />Annette Solomon, a reporter for the Salem Statesman Journal noted that a glass of wine goes nicely with Spicy Thai chips. Solomon wrote, ""...you could be missing out on a wonderful pairing. These chips are spicy, so you would want to select a semi-sweet white wine. Also, a moderate amount of acid will subdue the strong flavors of ginger, lime, garlic and cilantro without over-powering them. Classically, a German-style Riesling fits these parameters perfectly.""<br /><br />I also recommend <a href=""http://www.amazon.com/gp/product/B000G6MBV4"">Kettle Chips Honey Dijon</a> and <a href=""http://www.amazon.com/gp/product/B000G6MBUA"">Kettle Chips Sea Salt & Vinegar</a>.<br /><br />The Honey Dijon chips bring a terrific balance of salty, tangy, sweet and crunchy. Other brands I've tried use too much mustard flavor, which overpowers the Honey Dijon pairing. The Honey Dijon chips make a great side dish on a BBQ plate with baked beans, coleslaw or potato salad and grilled meat. Naturally, they also go down great with beer.<br /><br />The Sea Salt & Vinegar chips are a perfect complement to vegetable trays of cucumber, carrot, celery and cherry tomatoes. Skip the dip; balance the tangy chips by alternating bites of raw vegetable.<br /><br />In summary, I highly recommend Kettle Brand chips, a great buy on Amazon.com."
604,B000G6RYNE,A3PJZ8TU8FDQ1K,Jared Castle,1,1,5,1229385600,"One bite and you'll become a ""chippoisseur""","I'm addicted to salty and tangy flavors, so when I opened my first bag of Sea Salt & Vinegar Kettle Brand chips I knew I had a perfect complement to my vegetable trays of cucumber, carrot, celery and cherry tomatoes. Skip the dip; balance the tangy chips by alternating bites of raw vegetable.<br /><br />As an Oregonian, I'm proud to share these delectable snacks with friends, especially those living outside our state and who haven't experienced gourmet chips. I tell them Kettle Brand does for potato chips what microbrews did for beer.<br /><br />Kettle Brand potato chips are unmistakable--a light gold color, rich flavor and amazing crunch. Kettle Brand chips are also a healthier snacking option than the major chip brands. Kettle Brand chips don't have trans fats, MSG or artificial flavors and colorings. The company also has a line of organic potato chips and all of their products are certified Kosher.<br /><br />I also recommend <a href=""http://www.amazon.com/gp/product/B000G6MBV4"">Kettle Chips Honey Dijon</a> and <a href=""http://www.amazon.com/gp/product/B000G6Q4GM"">Kettle Chips Spicy Thai</a>.<br /><br />Annette Solomon, a reporter for the Salem Statesman Journal recently noted that a glass of wine goes nicely with these chips. Solomon wrote, ""...you could be missing out on a wonderful pairing. These chips are spicy, so you would want to select a semi-sweet white wine. Also, a moderate amount of acid will subdue the strong flavors of ginger, lime, garlic and cilantro without over-powering them. Classically, a German-style Riesling fits these parameters perfectly."""
